,JPN01-SolarGrid-post2016_exo,JPN02-SolarGrid-post2016_exo,JPN03-SolarGrid-post2016_exo,JPN04-SolarGrid-post2016_exo,JPN05-SolarGrid-post2016_exo,JPN06-SolarGrid-post2016_exo,JPN07-SolarGrid-post2016_exo,JPN08-SolarGrid-post2016_exo,JPN09-SolarGrid-post2016_exo,JPN01-OnshoreWind-post2016_exo,JPN02-OnshoreWind-post2016_exo,JPN03-OnshoreWind-post2016_exo,JPN04-OnshoreWind-post2016_exo,JPN05-OnshoreWind-post2016_exo,JPN06-OnshoreWind-post2016_exo,JPN07-OnshoreWind-post2016_exo,JPN08-OnshoreWind-post2016_exo,JPN09-OnshoreWind-post2016_exo,JPN01-SolarGrid-pre2016_exo,JPN02-SolarGrid-pre2016_exo,JPN03-SolarGrid-pre2016_exo,JPN04-SolarGrid-pre2016_exo,JPN05-SolarGrid-pre2016_exo,JPN06-SolarGrid-pre2016_exo,JPN07-SolarGrid-pre2016_exo,JPN08-SolarGrid-pre2016_exo,JPN09-SolarGrid-pre2016_exo,JPN01-OnshoreWind-pre2016_exo,JPN02-OnshoreWind-pre2016_exo,JPN03-OnshoreWind-pre2016_exo,JPN04-OnshoreWind-pre2016_exo,JPN05-OnshoreWind-pre2016_exo,JPN06-OnshoreWind-pre2016_exo,JPN07-OnshoreWind-pre2016_exo,JPN08-OnshoreWind-pre2016_exo,JPN09-OnshoreWind-pre2016_exo
106,0.407,0.423,0.591,0.594,0.215,0.482,0.505,0.589,0.45,0.437,0.876,0.267,0.371,0.116,0.392,0.303,0.666,0.143,0.407,0.318,0.591,0.594,0.215,0.482,0.505,0.589,0.45,0.437,0.876,0.267,0.371,0.116,0.392,0.303,0.666,0.143
107,0.401,0.48,0.655,0.588,0.268,0.518,0.546,0.67,0.555,0.437,0.877,0.267,0.432,0.123,0.415,0.33,0.666,0.131,0.401,0.423,0.655,0.588,0.268,0.518,0.546,0.67,0.555,0.437,0.877,0.267,0.432,0.123,0.415,0.33,0.666,0.131
108,0.348,0.473,0.639,0.565,0.232,0.48,0.516,0.631,0.598,0.454,0.885,0.267,0.524,0.138,0.498,0.341,0.666,0.126,0.348,0.48,0.639,0.565,0.232,0.48,0.516,0.631,0.598,0.454,0.885,0.267,0.524,0.138,0.498,0.341,0.666,0.126
109,0.289,0.414,0.553,0.473,0.242,0.407,0.476,0.585,0.562,0.453,0.887,0.267,0.505,0.181,0.493,0.318,0.761,0.143,0.289,0.473,0.553,0.473,0.242,0.407,0.476,0.585,0.562,0.453,0.887,0.267,0.505,0.181,0.493,0.318,0.761,0.143
110,0.164,0.264,0.386,0.382,0.158,0.291,0.407,0.477,0.457,0.452,0.897,0.267,0.435,0.188,0.488,0.295,0.761,0.053,0.164,0.414,0.386,0.382,0.158,0.291,0.407,0.477,0.457,0.452,0.897,0.267,0.435,0.188,0.488,0.295,0.761,0.053
111,0.035,0.078,0.175,0.208,0.081,0.157,0.262,0.289,0.284,0.452,0.904,0.289,0.406,0.116,0.406,0.265,0.666,0.048,0.035,0.264,0.175,0.208,0.081,0.157,0.262,0.289,0.284,0.452,0.904,0.289,0.406,0.116,0.406,0.265,0.666,0.048
112,0,0.002,0.02,0.021,0.013,0.032,0.076,0.081,0.095,0.454,0.903,0.289,0.352,0.051,0.304,0.235,0.571,0.111,0,0.078,0.02,0.021,0.013,0.032,0.076,0.081,0.095,0.454,0.903,0.289,0.352,0.051,0.304,0.235,0.571,0.111
113,0,0,0,0,0,0,0,0,0.004,0.446,0.896,0.289,0.307,0.036,0.235,0.242,0.571,0.166,0,0.002,0,0,0,0,0,0,0.004,0.446,0.896,0.289,0.307,0.036,0.235,0.242,0.571,0.166
114,0,0,0,0,0,0,0,0,0,0.445,0.896,0.267,0.301,0.029,0.253,0.25,0.571,0.216,0,0,0,0,0,0,0,0,0,0.445,0.896,0.267,0.301,0.029,0.253,0.25,0.571,0.216
115,0,0,0,0,0,0,0,0,0,0.453,0.892,0.244,0.301,0.022,0.276,0.231,0.618,0.226,0,0,0,0,0,0,0,0,0,0.453,0.892,0.244,0.301,0.022,0.276,0.231,0.618,0.226
116,0,0,0,0,0,0,0,0,0,0.441,0.893,0.222,0.291,0.014,0.336,0.193,0.523,0.276,0,0,0,0,0,0,0,0,0,0.441,0.893,0.222,0.291,0.014,0.336,0.193,0.523,0.276
117,0,0,0,0,0,0,0,0,0,0.431,0.873,0.2,0.307,0.043,0.263,0.144,0.476,0.271,0,0,0,0,0,0,0,0,0,0.431,0.873,0.2,0.307,0.043,0.263,0.144,0.476,0.271
118,0,0,0,0,0,0,0,0,0,0.406,0.876,0.2,0.259,0.043,0.263,0.133,0.428,0.206,0,0,0,0,0,0,0,0,0,0.406,0.876,0.2,0.259,0.043,0.263,0.133,0.428,0.206
119,0,0,0,0,0,0,0,0,0,0.387,0.874,0.2,0.217,0.043,0.276,0.129,0.285,0.171,0,0,0,0,0,0,0,0,0,0.387,0.874,0.2,0.217,0.043,0.276,0.129,0.285,0.171
120,0,0,0,0,0,0,0,0,0,0.35,0.866,0.222,0.288,0.058,0.235,0.11,0.238,0.206,0,0,0,0,0,0,0,0,0,0.35,0.866,0.222,0.288,0.058,0.235,0.11,0.238,0.206
121,0,0,0,0,0,0,0,0,0,0.33,0.842,0.2,0.348,0.036,0.253,0.091,0.285,0.183,0,0,0,0,0,0,0,0,0,0.33,0.842,0.2,0.348,0.036,0.253,0.091,0.285,0.183
122,0,0,0,0,0,0,0,0,0,0.31,0.801,0.178,0.32,0.029,0.24,0.08,0.333,0.163,0,0,0,0,0,0,0,0,0,0.31,0.801,0.178,0.32,0.029,0.24,0.08,0.333,0.163
123,0,0,0,0,0,0,0,0,0,0.288,0.743,0.178,0.291,0.036,0.276,0.095,0.381,0.156,0,0,0,0,0,0,0,0,0,0.288,0.743,0.178,0.291,0.036,0.276,0.095,0.381,0.156
124,0,0,0,0,0,0,0,0,0,0.252,0.719,0.156,0.281,0.043,0.244,0.102,0.333,0.148,0,0,0,0,0,0,0,0,0,0.252,0.719,0.156,0.281,0.043,0.244,0.102,0.333,0.148
125,0,0,0,0,0,0,0,0,0,0.219,0.684,0.156,0.323,0.036,0.217,0.057,0.285,0.116,0,0,0,0,0,0,0,0,0,0.219,0.684,0.156,0.323,0.036,0.217,0.057,0.285,0.116
126,0,0,0,0,0,0,0,0,0,0.21,0.657,0.133,0.345,0.022,0.24,0.019,0.333,0.075,0,0,0,0,0,0,0,0,0,0.21,0.657,0.133,0.345,0.022,0.24,0.019,0.333,0.075
127,0.035,0.037,0.045,0.028,0.011,0.015,0.014,0.023,0.007,0.182,0.636,0.133,0.31,0.036,0.207,0.027,0.333,0.063,0.035,0,0.045,0.028,0.011,0.015,0.014,0.023,0.007,0.182,0.636,0.133,0.31,0.036,0.207,0.027,0.333,0.063
128,0.2,0.16,0.218,0.184,0.081,0.131,0.14,0.192,0.102,0.165,0.614,0.111,0.259,0.014,0.111,0.023,0.19,0.05,0.2,0.037,0.218,0.184,0.081,0.131,0.14,0.192,0.102,0.165,0.614,0.111,0.259,0.014,0.111,0.023,0.19,0.05
129,0.358,0.323,0.422,0.349,0.238,0.316,0.314,0.416,0.254,0.158,0.602,0.089,0.163,0.022,0.088,0.015,0.095,0.03,0.358,0.16,0.422,0.349,0.238,0.316,0.314,0.416,0.254,0.158,0.602,0.089,0.163,0.022,0.088,0.015,0.095,0.03
130,0.442,0.383,0.579,0.508,0.371,0.469,0.469,0.554,0.375,0.171,0.576,0.111,0.093,0.007,0.111,0.011,0.048,0.015,0.442,0.323,0.579,0.508,0.371,0.469,0.469,0.554,0.375,0.171,0.576,0.111,0.093,0.007,0.111,0.011,0.048,0.015
131,0.479,0.387,0.641,0.599,0.366,0.53,0.527,0.647,0.39,0.197,0.589,0.111,0.102,0,0.134,0.023,0.048,0.02,0.479,0.383,0.641,0.599,0.366,0.53,0.527,0.647,0.39,0.197,0.589,0.111,0.102,0,0.134,0.023,0.048,0.02
132,0.419,0.364,0.609,0.546,0.34,0.504,0.476,0.635,0.324,0.204,0.602,0.133,0.195,0,0.106,0.049,0.095,0.01,0.419,0.387,0.609,0.546,0.34,0.504,0.476,0.635,0.324,0.204,0.602,0.133,0.195,0,0.106,0.049,0.095,0.01
133,0.331,0.322,0.515,0.481,0.295,0.423,0.41,0.593,0.233,0.186,0.55,0.133,0.169,0.007,0.083,0.083,0.095,0.018,0.331,0.364,0.515,0.481,0.295,0.423,0.41,0.593,0.233,0.186,0.55,0.133,0.169,0.007,0.083,0.083,0.095,0.018
134,0.201,0.198,0.329,0.317,0.245,0.308,0.325,0.446,0.161,0.182,0.493,0.111,0.115,0,0.078,0.106,0.095,0.038,0.201,0.322,0.329,0.317,0.245,0.308,0.325,0.446,0.161,0.182,0.493,0.111,0.115,0,0.078,0.106,0.095,0.038
135,0.052,0.068,0.128,0.118,0.116,0.152,0.206,0.246,0.119,0.172,0.5,0.111,0.099,0,0.055,0.098,0.048,0.055,0.052,0.198,0.128,0.118,0.116,0.152,0.206,0.246,0.119,0.172,0.5,0.111,0.099,0,0.055,0.098,0.048,0.055
136,0,0.002,0.011,0.01,0.022,0.033,0.064,0.058,0.057,0.181,0.466,0.089,0.086,0,0.023,0.087,0.048,0.065,0,0.068,0.011,0.01,0.022,0.033,0.064,0.058,0.057,0.181,0.466,0.089,0.086,0,0.023,0.087,0.048,0.065
137,0,0,0,0,0,0,0,0,0.003,0.167,0.397,0.067,0.118,0.014,0.014,0.098,0.048,0.03,0,0.002,0,0,0,0,0,0,0.003,0.167,0.397,0.067,0.118,0.014,0.014,0.098,0.048,0.03
138,0,0,0,0,0,0,0,0,0,0.162,0.367,0.067,0.134,0.029,0.009,0.095,0.048,0.018,0,0,0,0,0,0,0,0,0,0.162,0.367,0.067,0.134,0.029,0.009,0.095,0.048,0.018
139,0,0,0,0,0,0,0,0,0,0.166,0.33,0.067,0.157,0.036,0.005,0.133,0,0.028,0,0,0,0,0,0,0,0,0,0.166,0.33,0.067,0.157,0.036,0.005,0.133,0,0.028
140,0,0,0,0,0,0,0,0,0,0.146,0.289,0.067,0.141,0.036,0.005,0.159,0.048,0.03,0,0,0,0,0,0,0,0,0,0.146,0.289,0.067,0.141,0.036,0.005,0.159,0.048,0.03
141,0,0,0,0,0,0,0,0,0,0.149,0.295,0.089,0.134,0.043,0.009,0.136,0.048,0.015,0,0,0,0,0,0,0,0,0,0.149,0.295,0.089,0.134,0.043,0.009,0.136,0.048,0.015
142,0,0,0,0,0,0,0,0,0,0.138,0.275,0.089,0.144,0.094,0.009,0.159,0.048,0.025,0,0,0,0,0,0,0,0,0,0.138,0.275,0.089,0.144,0.094,0.009,0.159,0.048,0.025
143,0,0,0,0,0,0,0,0,0,0.118,0.277,0.089,0.173,0.109,0.009,0.197,0.048,0.03,0,0,0,0,0,0,0,0,0,0.118,0.277,0.089,0.173,0.109,0.009,0.197,0.048,0.03
144,0,0,0,0,0,0,0,0,0,0.135,0.226,0.067,0.121,0.123,0.005,0.205,0.048,0.053,0,0,0,0,0,0,0,0,0,0.135,0.226,0.067,0.121,0.123,0.005,0.205,0.048,0.053
145,0,0,0,0,0,0,0,0,0,0.132,0.205,0.067,0.163,0.21,0.009,0.205,0.048,0.121,0,0,0,0,0,0,0,0,0,0.132,0.205,0.067,0.163,0.21,0.009,0.205,0.048,0.121
146,0,0,0,0,0,0,0,0,0,0.104,0.178,0.044,0.176,0.217,0.005,0.167,0,0.166,0,0,0,0,0,0,0,0,0,0.104,0.178,0.044,0.176,0.217,0.005,0.167,0,0.166
147,0,0,0,0,0,0,0,0,0,0.076,0.148,0.044,0.173,0.283,0.005,0.17,0,0.281,0,0,0,0,0,0,0,0,0,0.076,0.148,0.044,0.173,0.283,0.005,0.17,0,0.281
148,0,0,0,0,0,0,0,0,0,0.067,0.108,0.044,0.134,0.319,0.009,0.159,0.048,0.497,0,0,0,0,0,0,0,0,0,0.067,0.108,0.044,0.134,0.319,0.009,0.159,0.048,0.497
149,0,0,0,0,0,0,0,0,0,0.046,0.108,0.044,0.096,0.225,0.005,0.186,0.048,0.651,0,0,0,0,0,0,0,0,0,0.046,0.108,0.044,0.096,0.225,0.005,0.186,0.048,0.651
150,0,0,0,0,0,0,0,0,0,0.031,0.096,0.044,0.064,0.261,0.009,0.292,0.048,0.714,0,0,0,0,0,0,0,0,0,0.031,0.096,0.044,0.064,0.261,0.009,0.292,0.048,0.714
151,0.045,0.036,0.039,0.047,0.01,0.012,0.006,0.015,0.006,0.027,0.074,0.022,0.032,0.167,0.005,0.398,0.143,0.774,0.045,0,0.039,0.047,0.01,0.012,0.006,0.015,0.006,0.027,0.074,0.022,0.032,0.167,0.005,0.398,0.143,0.774
152,0.242,0.163,0.196,0.225,0.065,0.101,0.063,0.1,0.086,0.027,0.07,0.022,0.026,0.145,0.009,0.39,0.381,0.847,0.242,0.036,0.196,0.225,0.065,0.101,0.063,0.1,0.086,0.027,0.07,0.022,0.026,0.145,0.009,0.39,0.381,0.847
153,0.403,0.281,0.355,0.354,0.174,0.263,0.13,0.181,0.207,0.037,0.054,0.022,0.01,0.101,0.023,0.451,0.618,0.817,0.403,0.163,0.355,0.354,0.174,0.263,0.13,0.181,0.207,0.037,0.054,0.022,0.01,0.101,0.023,0.451,0.618,0.817
154,0.496,0.328,0.505,0.503,0.201,0.412,0.178,0.273,0.323,0.027,0.036,0.022,0.022,0.109,0.041,0.485,0.666,0.746,0.496,0.281,0.505,0.503,0.201,0.412,0.178,0.273,0.323,0.027,0.036,0.022,0.022,0.109,0.041,0.485,0.666,0.746
155,0.536,0.337,0.63,0.623,0.267,0.413,0.189,0.319,0.388,0.025,0.027,0.022,0.026,0.116,0.101,0.481,0.714,0.771,0.536,0.328,0.63,0.623,0.267,0.413,0.189,0.319,0.388,0.025,0.027,0.022,0.026,0.116,0.101,0.481,0.714,0.771
156,0.506,0.319,0.633,0.62,0.278,0.269,0.189,0.412,0.44,0.023,0.023,0.022,0.029,0.058,0.129,0.492,0.761,0.776,0.506,0.337,0.633,0.62,0.278,0.269,0.189,0.412,0.44,0.023,0.023,0.022,0.029,0.058,0.129,0.492,0.761,0.776
157,0.413,0.333,0.564,0.516,0.19,0.19,0.217,0.292,0.423,0.026,0.02,0.022,0.074,0.036,0.198,0.542,0.761,0.799,0.413,0.319,0.564,0.516,0.19,0.19,0.217,0.292,0.423,0.026,0.02,0.022,0.074,0.036,0.198,0.542,0.761,0.799
158,0.243,0.248,0.388,0.386,0.108,0.136,0.254,0.254,0.346,0.028,0.017,0.022,0.125,0.022,0.35,0.489,0.809,0.796,0.243,0.333,0.388,0.386,0.108,0.136,0.254,0.254,0.346,0.028,0.017,0.022,0.125,0.022,0.35,0.489,0.809,0.796
159,0.061,0.067,0.176,0.178,0.056,0.091,0.15,0.169,0.233,0.033,0.021,0.022,0.16,0.043,0.512,0.523,0.856,0.746,0.061,0.248,0.176,0.178,0.056,0.091,0.15,0.169,0.233,0.033,0.021,0.022,0.16,0.043,0.512,0.523,0.856,0.746
160,0,0.002,0.02,0.017,0.009,0.026,0.043,0.05,0.088,0.025,0.022,0.022,0.182,0.087,0.525,0.557,0.856,0.714,0,0.067,0.02,0.017,0.009,0.026,0.043,0.05,0.088,0.025,0.022,0.022,0.182,0.087,0.525,0.557,0.856,0.714
161,0,0,0,0,0,0,0,0,0.005,0.019,0.026,0.022,0.288,0.065,0.53,0.542,0.856,0.666,0,0.002,0,0,0,0,0,0,0.005,0.019,0.026,0.022,0.288,0.065,0.53,0.542,0.856,0.666
162,0,0,0,0,0,0,0,0,0,0.02,0.023,0.044,0.425,0.058,0.516,0.545,0.856,0.623,0,0,0,0,0,0,0,0,0,0.02,0.023,0.044,0.425,0.058,0.516,0.545,0.856,0.623
163,0,0,0,0,0,0,0,0,0,0.022,0.015,0.067,0.499,0.051,0.618,0.458,0.856,0.593,0,0,0,0,0,0,0,0,0,0.022,0.015,0.067,0.499,0.051,0.618,0.458,0.856,0.593
164,0,0,0,0,0,0,0,0,0,0.032,0.013,0.067,0.512,0.029,0.562,0.515,0.809,0.525,0,0,0,0,0,0,0,0,0,0.032,0.013,0.067,0.512,0.029,0.562,0.515,0.809,0.525
165,0,0,0,0,0,0,0,0,0,0.032,0.014,0.111,0.46,0.043,0.613,0.451,0.809,0.417,0,0,0,0,0,0,0,0,0,0.032,0.014,0.111,0.46,0.043,0.613,0.451,0.809,0.417
166,0,0,0,0,0,0,0,0,0,0.035,0.022,0.133,0.425,0.051,0.581,0.413,0.761,0.389,0,0,0,0,0,0,0,0,0,0.035,0.022,0.133,0.425,0.051,0.581,0.413,0.761,0.389
167,0,0,0,0,0,0,0,0,0,0.035,0.018,0.133,0.428,0.043,0.59,0.527,0.761,0.327,0,0,0,0,0,0,0,0,0,0.035,0.018,0.133,0.428,0.043,0.59,0.527,0.761,0.327
168,0,0,0,0,0,0,0,0,0,0.035,0.024,0.111,0.451,0.051,0.571,0.492,0.809,0.294,0,0,0,0,0,0,0,0,0,0.035,0.024,0.111,0.451,0.051,0.571,0.492,0.809,0.294
169,0,0,0,0,0,0,0,0,0,0.042,0.036,0.133,0.419,0.051,0.567,0.42,0.761,0.317,0,0,0,0,0,0,0,0,0,0.042,0.036,0.133,0.419,0.051,0.567,0.42,0.761,0.317
170,0,0,0,0,0,0,0,0,0,0.054,0.053,0.156,0.432,0.051,0.525,0.405,0.809,0.284,0,0,0,0,0,0,0,0,0,0.054,0.053,0.156,0.432,0.051,0.525,0.405,0.809,0.284
171,0,0,0,0,0,0,0,0,0,0.054,0.057,0.156,0.492,0.051,0.484,0.371,0.809,0.259,0,0,0,0,0,0,0,0,0,0.054,0.057,0.156,0.492,0.051,0.484,0.371,0.809,0.259
172,0,0,0,0,0,0,0,0,0,0.051,0.053,0.156,0.531,0.058,0.447,0.33,0.809,0.254,0,0,0,0,0,0,0,0,0,0.051,0.053,0.156,0.531,0.058,0.447,0.33,0.809,0.254
173,0,0,0,0,0,0,0,0,0,0.055,0.054,0.178,0.47,0.051,0.447,0.277,0.761,0.231,0,0,0,0,0,0,0,0,0,0.055,0.054,0.178,0.47,0.051,0.447,0.277,0.761,0.231
174,0,0,0,0,0,0,0,0,0,0.062,0.073,0.178,0.451,0.043,0.332,0.223,0.714,0.274,0,0,0,0,0,0,0,0,0,0.062,0.073,0.178,0.451,0.043,0.332,0.223,0.714,0.274
175,0.045,0.028,0.049,0.056,0.02,0.018,0.014,0.027,0.01,0.061,0.113,0.178,0.355,0.043,0.336,0.125,0.666,0.236,0.045,0,0.049,0.056,0.02,0.018,0.014,0.027,0.01,0.061,0.113,0.178,0.355,0.043,0.336,0.125,0.666,0.236
176,0.223,0.145,0.246,0.293,0.102,0.149,0.144,0.2,0.146,0.052,0.143,0.156,0.307,0.043,0.313,0.125,0.571,0.191,0.223,0.028,0.246,0.293,0.102,0.149,0.144,0.2,0.146,0.052,0.143,0.156,0.307,0.043,0.313,0.125,0.571,0.191
177,0.376,0.32,0.462,0.501,0.238,0.318,0.305,0.408,0.344,0.039,0.168,0.133,0.275,0.014,0.281,0.042,0.428,0.093,0.376,0.145,0.462,0.501,0.238,0.318,0.305,0.408,0.344,0.039,0.168,0.133,0.275,0.014,0.281,0.042,0.428,0.093
178,0.51,0.442,0.616,0.629,0.369,0.43,0.471,0.554,0.53,0.037,0.184,0.133,0.31,0,0.318,0.03,0.333,0.043,0.51,0.32,0.616,0.629,0.369,0.43,0.471,0.554,0.53,0.037,0.184,0.133,0.31,0,0.318,0.03,0.333,0.043
179,0.552,0.487,0.683,0.661,0.423,0.545,0.56,0.67,0.652,0.038,0.275,0.156,0.374,0,0.286,0.057,0.238,0.048,0.552,0.442,0.683,0.661,0.423,0.545,0.56,0.67,0.652,0.038,0.275,0.156,0.374,0,0.286,0.057,0.238,0.048
180,0.516,0.426,0.664,0.595,0.416,0.521,0.578,0.716,0.691,0.05,0.352,0.178,0.384,0,0.313,0.106,0.238,0.07,0.516,0.487,0.664,0.595,0.416,0.521,0.578,0.716,0.691,0.05,0.352,0.178,0.384,0,0.313,0.106,0.238,0.07
181,0.412,0.328,0.572,0.525,0.404,0.466,0.504,0.658,0.642,0.057,0.366,0.156,0.419,0,0.295,0.102,0.381,0.078,0.412,0.426,0.572,0.525,0.404,0.466,0.504,0.658,0.642,0.057,0.366,0.156,0.419,0,0.295,0.102,0.381,0.078
182,0.254,0.213,0.398,0.425,0.304,0.31,0.427,0.516,0.53,0.052,0.319,0.178,0.364,0,0.323,0.125,0.476,0.075,0.254,0.328,0.398,0.425,0.304,0.31,0.427,0.516,0.53,0.052,0.319,0.178,0.364,0,0.323,0.125,0.476,0.075
183,0.063,0.061,0.183,0.211,0.142,0.15,0.306,0.308,0.354,0.055,0.295,0.156,0.342,0.007,0.327,0.174,0.333,0.033,0.063,0.213,0.183,0.211,0.142,0.15,0.306,0.308,0.354,0.055,0.295,0.156,0.342,0.007,0.327,0.174,0.333,0.033
184,0,0.002,0.022,0.022,0.026,0.035,0.101,0.089,0.133,0.048,0.263,0.133,0.371,0.029,0.244,0.167,0.428,0.02,0,0.061,0.022,0.022,0.026,0.035,0.101,0.089,0.133,0.048,0.263,0.133,0.371,0.029,0.244,0.167,0.428,0.02
185,0,0,0,0,0,0,0,0,0.006,0.038,0.246,0.133,0.364,0.051,0.166,0.159,0.381,0.023,0,0.002,0,0,0,0,0,0,0.006,0.038,0.246,0.133,0.364,0.051,0.166,0.159,0.381,0.023
186,0,0,0,0,0,0,0,0,0,0.039,0.285,0.133,0.361,0.043,0.175,0.155,0.333,0.045,0,0,0,0,0,0,0,0,0,0.039,0.285,0.133,0.361,0.043,0.175,0.155,0.333,0.045
187,0,0,0,0,0,0,0,0,0,0.04,0.317,0.111,0.275,0.036,0.157,0.174,0.333,0.05,0,0,0,0,0,0,0,0,0,0.04,0.317,0.111,0.275,0.036,0.157,0.174,0.333,0.05
188,0,0,0,0,0,0,0,0,0,0.033,0.309,0.089,0.243,0.022,0.12,0.182,0.333,0.068,0,0,0,0,0,0,0,0,0,0.033,0.309,0.089,0.243,0.022,0.12,0.182,0.333,0.068
189,0,0,0,0,0,0,0,0,0,0.03,0.385,0.089,0.275,0.065,0.097,0.155,0.285,0.055,0,0,0,0,0,0,0,0,0,0.03,0.385,0.089,0.275,0.065,0.097,0.155,0.285,0.055
190,0,0,0,0,0,0,0,0,0,0.028,0.426,0.089,0.294,0.145,0.101,0.17,0.238,0.078,0,0,0,0,0,0,0,0,0,0.028,0.426,0.089,0.294,0.145,0.101,0.17,0.238,0.078
191,0,0,0,0,0,0,0,0,0,0.048,0.378,0.089,0.384,0.297,0.111,0.212,0.238,0.101,0,0,0,0,0,0,0,0,0,0.048,0.378,0.089,0.384,0.297,0.111,0.212,0.238,0.101
192,0,0,0,0,0,0,0,0,0,0.08,0.317,0.111,0.396,0.391,0.101,0.246,0.238,0.103,0,0,0,0,0,0,0,0,0,0.08,0.317,0.111,0.396,0.391,0.101,0.246,0.238,0.103
193,0,0,0,0,0,0,0,0,0,0.097,0.371,0.111,0.403,0.348,0.097,0.284,0.19,0.088,0,0,0,0,0,0,0,0,0,0.097,0.371,0.111,0.403,0.348,0.097,0.284,0.19,0.088
194,0,0,0,0,0,0,0,0,0,0.123,0.345,0.111,0.428,0.486,0.092,0.288,0.143,0.053,0,0,0,0,0,0,0,0,0,0.123,0.345,0.111,0.428,0.486,0.092,0.288,0.143,0.053
195,0,0,0,0,0,0,0,0,0,0.152,0.398,0.089,0.441,0.493,0.101,0.288,0.143,0.05,0,0,0,0,0,0,0,0,0,0.152,0.398,0.089,0.441,0.493,0.101,0.288,0.143,0.05
196,0,0,0,0,0,0,0,0,0,0.156,0.376,0.089,0.406,0.442,0.106,0.273,0.143,0.04,0,0,0,0,0,0,0,0,0,0.156,0.376,0.089,0.406,0.442,0.106,0.273,0.143,0.04
197,0,0,0,0,0,0,0,0,0,0.165,0.329,0.089,0.409,0.355,0.092,0.258,0.095,0.045,0,0,0,0,0,0,0,0,0,0.165,0.329,0.089,0.409,0.355,0.092,0.258,0.095,0.045
198,0,0,0,0,0,0,0,0,0,0.156,0.314,0.089,0.448,0.486,0.097,0.284,0.048,0.063,0,0,0,0,0,0,0,0,0,0.156,0.314,0.089,0.448,0.486,0.097,0.284,0.048,0.063
199,0.027,0.013,0.048,0.052,0.022,0.018,0.017,0.031,0.01,0.155,0.253,0.089,0.374,0.471,0.069,0.314,0.048,0.075,0.027,0,0.048,0.052,0.022,0.018,0.017,0.031,0.01,0.155,0.253,0.089,0.374,0.471,0.069,0.314,0.048,0.075
200,0.159,0.092,0.246,0.288,0.11,0.165,0.185,0.231,0.144,0.144,0.201,0.089,0.329,0.558,0.037,0.292,0.048,0.068,0.159,0.013,0.246,0.288,0.11,0.165,0.185,0.231,0.144,0.144,0.201,0.089,0.329,0.558,0.037,0.292,0.048,0.068
201,0.274,0.207,0.465,0.497,0.149,0.39,0.383,0.458,0.338,0.12,0.199,0.089,0.281,0.507,0.018,0.314,0.048,0.038,0.274,0.092,0.465,0.497,0.149,0.39,0.383,0.458,0.338,0.12,0.199,0.089,0.281,0.507,0.018,0.314,0.048,0.038
202,0.397,0.317,0.618,0.625,0.207,0.571,0.532,0.631,0.516,0.117,0.209,0.111,0.281,0.514,0.023,0.295,0,0.028,0.397,0.207,0.618,0.625,0.207,0.571,0.532,0.631,0.516,0.117,0.209,0.111,0.281,0.514,0.023,0.295,0,0.028
203,0.445,0.366,0.686,0.661,0.148,0.681,0.609,0.727,0.626,0.128,0.176,0.111,0.352,0.529,0.028,0.303,0,0.035,0.445,0.317,0.686,0.661,0.148,0.681,0.609,0.727,0.626,0.128,0.176,0.111,0.352,0.529,0.028,0.303,0,0.035
204,0.43,0.363,0.673,0.622,0.111,0.695,0.604,0.739,0.637,0.128,0.161,0.111,0.425,0.558,0.032,0.303,0.048,0.088,0.43,0.366,0.673,0.622,0.111,0.695,0.604,0.739,0.637,0.128,0.161,0.111,0.425,0.558,0.032,0.303,0.048,0.088
205,0.323,0.266,0.586,0.507,0.065,0.618,0.513,0.673,0.556,0.146,0.18,0.133,0.473,0.565,0.037,0.303,0.048,0.161,0.323,0.363,0.586,0.507,0.065,0.618,0.513,0.673,0.556,0.146,0.18,0.133,0.473,0.565,0.037,0.303,0.048,0.161
206,0.163,0.184,0.415,0.33,0.057,0.444,0.362,0.523,0.426,0.163,0.241,0.111,0.489,0.565,0.051,0.333,0.095,0.216,0.163,0.266,0.415,0.33,0.057,0.444,0.362,0.523,0.426,0.163,0.241,0.111,0.489,0.565,0.051,0.333,0.095,0.216
207,0.03,0.049,0.191,0.143,0.028,0.212,0.186,0.308,0.27,0.188,0.314,0.111,0.47,0.572,0.051,0.36,0.095,0.226,0.03,0.184,0.191,0.143,0.028,0.212,0.186,0.308,0.27,0.188,0.314,0.111,0.47,0.572,0.051,0.36,0.095,0.226
208,0,0.001,0.024,0.018,0.01,0.041,0.044,0.081,0.097,0.211,0.42,0.133,0.457,0.471,0.032,0.398,0.143,0.307,0,0.049,0.024,0.018,0.01,0.041,0.044,0.081,0.097,0.211,0.42,0.133,0.457,0.471,0.032,0.398,0.143,0.307
209,0,0,0,0,0,0,0,0,0.004,0.239,0.557,0.178,0.467,0.478,0.014,0.511,0.143,0.322,0,0.001,0,0,0,0,0,0,0.004,0.239,0.557,0.178,0.467,0.478,0.014,0.511,0.143,0.322
210,0,0,0,0,0,0,0,0,0,0.252,0.645,0.2,0.457,0.362,0.018,0.489,0.143,0.354,0,0,0,0,0,0,0,0,0,0.252,0.645,0.2,0.457,0.362,0.018,0.489,0.143,0.354
